"{'Java', 'Nosql'}",http://www.pinsentmasons.engageats.co.uk/ViewVacancy.aspx?enc=mEgrBL4XQK0+ld8aNkwYmPPLqCMyDq91J4NE17s7O0xuyzVf3B+907K0nqxmVtKgMyu1dNA1549EVfn/+xtGYFWBsMxIXl5KLYsKibn8hBw6by1njdcXiMdI6cJoMY7JCbwCoARoiRnxYxMzhhz+hQ==,Data Scientist - Glasgow
set(),http://jobs.salusdigital.co.uk/jobs/digitalhealthjobs/1059/clinical-informatics-research-it-support-and-systems-engineer-in-london-kings-college-london/?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Clinical Informatics Research IT Support and Systems Engineer
set(),https://www.indeed.co.uk/cmp/Source-BioScience-Ltd/jobs/Dna-Sequencing-Scientist-ca22acffda2734cf?sjdu=QwrRXKrqZ3CNX5W-O9jEvablz-UJxdHhHDoPXyZGrejjG-MZjzko9TxoP9G6HgTTpo9Z6QWfH1rsRxOXFKs7tehDunkh8ke6pq0VLPmuTkU,DNA Sequencing Scientist
"{'Python', 'Nosql', 'Docker', 'Spark'}",https://careers.bloomberg.com/job/detail/London+Senior+Software+Engineer+-+Data+Technologies/54542?utm_source=Indeed&utm_campaign=Bloomberg_Indeed&sponsored=ppc&utm_campaign=UKUnderperforming,Senior Software Engineer - Data Technologies
set(),http://www.jobsite.co.uk/job/957277289?&utm_medium=aggregator&utm_source=indeedOrganic&utm_campaign=MP1_SCN&cid=msearche_indeedSponsored___MP1_SCN_,Data Scientist / Analyst
"{'Matlab', 'Python'}",http://www.cambridgeconsultants.com/careers/find-a-job/1032/senior-physicist-170113?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Senior Physicist
"{'Aws', 'Postgres', 'Azure', 'Python', 'Sql'}",http://uk.dice.com/?Mode=AdvertView&AdvertId=9905359&utm_campaign=Indeed&utm_medium=Recruitics&utm_source=Feed&rx_campaign=indeed23&rx_group=100636&rx_job=9905359&rx_source=Indeed&rx_medium=cpc,"ODI Developer, Data Integration"
"{'Python', 'Tensorflow', 'Torch'}",https://www.indeed.co.uk/cmp/Xihelm/jobs/Machine-Learning-Software-Engineer-59b3b53e36972dc8?sjdu=QwrRXKrqZ3CNX5W-O9jEvWCeqS9U2R12fB-AcMAGvAPOpT02MLXqG4gJVFFdRRAbPryg0t1VANsADVUy80FG27glBpswYixV1HivkNkzUkfMQLzin77pqKS7sxqeBd-Y,Machine Learning (with Computer Vision) Software Engineer
"{'Java', 'Nosql', 'Hadoop', 'Python', 'Go', 'Sql', 'Scala'}",https://www.reqiva.com/jobs/5691653/software-developer-java-scala-machine-learning.asp?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Software Developer | Java | Scala | Machine Learning
"{'Sql', 'Python'}",http://www.bijobsplus.co.uk/job/data-scientist-10612.htm?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Data Scientist
"{'Hadoop', 'Cassandra', 'Python', 'Sql', 'Sas', 'Scala', 'Spark'}",http://uk.dice.com/?Mode=AdvertView&AdvertId=9909393&utm_campaign=Indeed&utm_medium=Recruitics&utm_source=Feed&rx_campaign=indeed23&rx_group=100636&rx_job=9909393&rx_source=Indeed&rx_medium=cpc,Data Scientist
"{'Java', 'Hadoop', 'Cassandra', 'Azure', 'Python', 'Hdfs', 'Sql'}",http://uk.dice.com/?Mode=AdvertView&AdvertId=9909875&utm_campaign=Indeed&utm_medium=Recruitics&utm_source=Feed&rx_campaign=indeed23&rx_group=100636&rx_job=9909875&rx_source=Indeed&rx_medium=cpc,Data Scientist - Financial Sector
"{'Aws', 'Sql', 'Python', 'Spark'}",http://jobview.monster.co.uk/Junior-Data-Scientist-Job-London-London-UK-178320518.aspx?WT.mc_n=olm_sk_feed_indeed_UK,Junior Data Scientist
{'Java'},http://www.pinsentmasons.engageats.co.uk/ViewVacancy.aspx?enc=mEgrBL4XQK0+ld8aNkwYmOaC47LZK6U+m3e/wQWIiJy5bj1MkixKvrtFn2mUB2OQEFqj1o6MoLLGSyJLP4qKuAms851+MfUHcyPVedHgFhHSS44Gm9BARINDArUCbdZLaaruuJhBFhR+McH/ueQK+w==,Software Engineer
"{'Nosql', 'Aws', 'Numpy', 'Scipy', 'Python', 'Sql', 'Scala', 'Spark'}",http://www.jobsite.co.uk/job/957394907?&utm_medium=aggregator&utm_source=indeedSponsored&utm_campaign=MP1_IT&cid=msearche_indeedSponsored___MP1_IT_,Head of Data Scientist - Fintech
"{'Python', 'Tableau'}",http://www.jobsite.co.uk/job/957386532?&utm_medium=aggregator&utm_source=indeedOrganic&utm_campaign=MP1_SCN&cid=msearche_indeedSponsored___MP1_SCN_,Data Scientist
"{'Sas', 'Python'}",http://careers.bankofamerica.com/job-detail/16060291/global/global/senior-quantitative-finance-analyst,Senior Quantitative Finance Analyst
body,link,title
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0AIZnlKm_cZeRxLYqs5vhrXyaDC-U6fbeTrHVQPcgfzy1TR6xXTI-s-KifLkpC9G5mMg7CbsaBey7_IlSGIXg8DDL02dXYWQ5L7EV0DPaSvXfG_Wu8_GXZOcYR0s21J6rIvM0O9QrxLoUd4tTd3IzWgxAKrySkwEYK5zYrrF72834Bze2QQt9dspku9NRI3fBZ54_hR0DMKn-SFfowbVaVGHQk0Y534g7xDQUIyrZWwtumbJCX0KROc6fKhc4gQtpAP0h-fsnnSHyO4jfIwXNl8a82psZtZMfDeUyDK7B7AnfG9etgKbXa228U3Xq-fy0SHmcMsOFIvNnlyl5Q72kBQmS3vhjYfWFALkwRpWzfzvz62tJBwd7CV6i7qEKegY7CLZdgCXVhO9ivPSPeWf0iHnU5yNeJIp_VJ0m3BOtsnvlmF3LbGSwjUJNkgIk-j7XkaIhHfyQttZBX3LL7iSgZG&p=1&sk=&fvj=0,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0BBpcNd7db0vXu4T9xlN14JHRf1UclrR7PoSFXNute1BXBUJIvIN7g-qwQ0I_Gei8_R1swdPxmY21KhcakiA6Vs3BaaZyv9wVm1ajl6-RYvtca0sNwsIDZRgqo9a7uUBNHOCpcXrYlx_34GDz7CTODItZqbBCXEmuW0fnA2ZBzjROUR__Q-ACsP1mKRAmVSR53Vc9ApHFhmMGSqP06rlyHkjemi6rvNGBxDVr5AyPfuQK6jnnUjUtoWabPlrs_4LpDxVIH04q4n8VXcwdGr4YYW_iwzOPcSen0WD8qoGn0IeIqvNbTmlan4OaiVs78LCDx5RMYd1KAPqA_togQjBjwAV7eZ8GUgj7QErARrPM7XJxfQcDkh-1feS4RMQ8SZQSbsaeDLBsLQ5SY_xLE1dT54LUo9BDU2Ohytkq0HQPL7v2eQZ_9HgrweLUfzXhghtw34V1a33ud1jnTogQlpiSm6EJPNVOPEVm-kHvSvnVbyv2LwknoWbfvp2M6CBYWk7KukCqoGUApT4OM-4ke4PEsYG3GNJHSxc1CDoYFX7IWrgczQwn4agpnbaEYwpi1pkIXrkskUXvUFfCrCtHZn_3GUG_lF_YvFmpO1Ll9HeVfWBFbOro9-KpfyemYhtaX053nW_Oybgi_vRcqxWmwTXDzjXoG1h-kQpoeGxbMqsc02egcau6XBjKmtJNTjl7BevqdjxpKzZNX2HjXG5a8Ey_7urvzlUQSsH2uQaja6YAG0PU63MpCVPYnz&p=5&sk=&fvj=0,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0CoZx6RZ76Kz4D4DmIgEE3Mh9tVKkqzT0YNCsOv3iPbVJ-qA-6YUFeytv7eHLt5zfA33NMVtsOudJCK8cN2Grqr9UmDiio7bH8n6XZjKLvnzy8PRnQ9TvyRHNwveR8IPc1vEQ62lXvAf12m-7_UAZuqJsS8EBRWZCZcop-ecjcWtvVxmnXStgKIZ0wyi11wpA4NJRTkVpWshhlBmlmIE7vDvM6qQohtzygmyNoUdrzDhPInf30Q9NRzwKPt1vejWNpS26sb1on8iar44uLCgeajNQ4tDylhJQsvOngMjFdoKSOuAm3aBWwInqS3sKSqux1Y_iZ4L-xTyuP5iihW31H41OXy1nOHNa1zfpdS_NIdCACg2wsk7MSB_nyfqiDPz3iuZsC00KEiQkqF4Zhtiy1kgA4ByL1xhjT6JhvGY22kbnJVgvoWnhE2GPtCCBXMUXdwilyxBIPs556SHSw-_4hWe3cWhygEp28K6e1IKboyLSiZA9zkUoMptM1dET2GgOIT9ESmExPeWd0ba9PgZPDq6UcSwjL1-LCNHRJsYWyNF5Gf-8aYKuth&p=3&sk=&fvj=0,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0AmrGAcUObcwAjPaeUiGTovJrD0KzlVENlQnoZzJA5kiMmvwrliYghFpfneOTAZSl8rXsaZfR3zQsmgN84Y23uYUJnprhzzaU1IIepxVuAtnO9wYASHnEXi6xL66ij1K4JKBoE6Y3740t-zL2LZS3obPGW2XaXQh00VQ6k5gFPQq-tlOvhVY2jANNWGwZG_r-sQqERfqm_I7SrGuJ0VWEo4gbzREnWgJJjUbMN2iTNdXxx0d1qw9D1zKxhAN-ozLiKX-CwJL_zjQCc_5EJcAoz6w23hMZVj83phWOmDdEkberhzbA1zhDpOKh2VpKxYQd4vLQKeRNBb2NnzN6hRVAMxbNT083xyt23tKwvlHec3Hm1jsbNMY59yjytP3qJK0HqICtXrbsYPRI2x371AMkG1G7tPOS4ANYSkbQ9STBXKpxivo2fHKF5f4YCsJlty_LyygZfzS4CXKunPNDEIXzuourBLg_aPWmwbKDEIRr3tKBX5RUmm39kq&p=4&sk=&fvj=0,Data Scientist - Machine Learning - Relocation to Amsterdam
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ65kYHG3z5xpCS5yomokewjTT4eItNZxq-sn_lT3aFWZCXDIFYu2AJBfUD4UPcbzGSUq8Oq-ifNUkrhRlarsVnO9x6ewoREAe8eTb4cxve2UPsaL5I7MTSyt-iLN7qMQfMD8ufs8yjw7E9j8bOP4nh-J1Lv-K-Tp1jFggpyr7C7zbx1zEQnFqNmRBnSCvap7tBmDi5X_nDcvVbXC3kA2kRgtGdJC-pbB_ONBiwepF_i3TveGj5MC9vZC5E05fRq_b9NJAH2kV2KQltipK6vjqptAXC3nxFIw3veREowBECN9hs2PmSBPuor-VlYxmcYWpnx8fW6haOCFH6lnREp8d9hDTfwXdi_5SNFarJoe2qcCxLNpxXNv-eyIKpGhIJzIxXieE6Pbh3J2q03M6Ovaq9E=&p=2&sk=&fvj=1,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0BBpcNd7db0vXu4T9xlN14JHRf1UclrR7PoSFXNute1BXBUJIvIN7g-qwQ0I_Gei8_R1swdPxmY21KhcakiA6Vs3BaaZyv9wVm1ajl6-RYvtca0sNwsIDZRgqo9a7uUBNHOCpcXrYlx__9VP9fz1VowfMrcTJvU4kTMhJq_bUCA9DCsBgCPw_m0kjbJiDkF_DAk7jKSpInvufLx11LDAt5N5Vy8THPFsc7i8__F68HtWPuKpH4DGG7JXBHaq-o3138r_bhGjihmLqj2aXFAkWpjDW2Zdz4Iv85VIepGDj5f3uDcbLJS8iCph6ef7PacdjBhFM_y99NjwuxMirfq7fVyi7MtwRjzHZDD0MlB2jqXBrbcSFPe0_BddescBJGKDgSvigh4mKnbyeQHc21lP3Bp0uVYKYhAhnoCXr08pNBFhNfO05lJPcFP6YHmGfNn4WMCDH7qlEgxs3RV1xdbocAJi2zTAsKx7X2rUl6XOL2TiwCNl_LDgcKLpfZdVdV739ev4t-jik9Mwcz7TKDwJPVlQPkzLd2C6JZLG8rlNzBwHUF1aZ22MV1CZxMN1bXE5aWlSPFYs_HV7PxA9BeVHqbtTaeQLf1p7aaLrojIuf4psH3mNivEevkFxKyNDswcN9R5j4FGUc6BRBwPyM7k5T9IxyV7HfWRjTf2w8VRxfVqapODEJlIsq53eA076wCX1hgZR2dhwEghLLk2sj3Yz9eLtHhM1CefJb3v_hIwf6goeqd_OtujTkuP&p=1&sk=&fvj=0,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0AmrGAcUObcwAjPaeUiGTovJrD0KzlVENlQnoZzJA5kiMmvwrliYghFpfneOTAZSl8rXsaZfR3zQsmgN84Y23uYUJnprhzzaU1IIepxVuAtnO9wYASHnEXi6xL66ij1K4JKBoE6Y3740oie0h2CUihGp4dkm3rtwg4Edyp3606rRKICL1_7Fn8LorZwLmd--N4vYXxi4hsx0ASqtWxI2qdmIVi7eCRA-3ua2h6__D0of6eCs4ZuQDXSiRQFLlpMmvDCgbtcpUKZvl9bMKHeq2lBBYSHErhH3CJCIISaJLkwVZdXWeEbIJJMCjLOz4TuC7A8xuGsGmS0NeB3Z8XOXJS9W89DW_9y-poViDZ2pCRBCUYjzW80zSM4IVa_YfMMiGj6ua9xRs7yHga7iyAgkW5OuxFaR2yfx82GPvpDJHAL3402DcSPLdhwYr_zzhgzypjHKyt-YnYCtCwqZ9BS38jNdDBJ1dd0LC4urNjOLogkk3ND4xy8y3vi&p=4&sk=&fvj=0,Data Scientist - Machine Learning - Relocation to Amsterdam
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ65kYHG3z5xpCS5yomokewjTT4eItNZxq-sn_lT3aFWZCXDIFYu2AJBfUD4UPcbzGSUq8Oq-ifNUkrhRlarsVnO9x6ewoREAe8eTb4cxve2UpDqphp47sikcL3zZEp3Z-JGAviCv7pKqjQCqKbOcX7BFWrKUk5ZKBvJLF1tnEeMheAzAew636YmjhJNH9N0oaVMjSnJcvJ6xQIoCF1EtdQ0t9DtshTEBQEKEvOFVn83G7Jgt4zxcdumO09pI0tjWqR01TtHP8O-hjjwQYO5nS8euB1bdx699JPm1vVnGB1owoTLX79B-AH8gxmqRQZQBbjTIynZBtOp97oTUYAFAE7jbcZgk7bmFLAHBLgJLv9TX-A8Fexvrf4hwO9TR916dWnUWH_z5T6mTVvaXgI97S0k=&p=2&sk=&fvj=1,Data Scientist
set(),https://www.indeed.co.uk/pagead/clk?mo=r&ad=-6NYlbfkN0AIZnlKm_cZeRxLYqs5vhrXyaDC-U6fbeTrHVQPcgfzy1TR6xXTI-s-KifLkpC9G5mMg7CbsaBey7_IlSGIXg8DDL02dXYWQ5L7EV0DPaSvXfG_Wu8_GXZOcYR0s21J6rIvM0O9QrxLoXDihoEw9xdtwGt5B_MnVkFsXIT2vW025pS4BtR5EaEsvHHzGfW2IbyVzPxbql7WedynHzJKU6ZMDKQeD5ffZAqmyu7oRZDyb-CUu49LtSlt_r6IULKs_r283xPpihMCFmtfp5Sf3NNM21YXkTJ2TJwpQIsWKc_9aJdEtXtv8M5NbOg-xXk3eU59oDi6rQSgwFV-_gTLPCkrmatVOYU9fxtog0cYQ34UiwfmWmGtY4KbxtQBWZCTGuq59ysB3hSj7NdELUzmQncPiyHSAvDuYR7XLGGNtjOOflRNtdsOGrN25Y1pm8Aq5jDVcLMkN58xqfce4X3rcGls&p=5&sk=&fvj=0,Data Scientist
