body,link,title
"{'Scala', 'Seaborn', 'Spark', 'Scipy', 'Python', 'Flask', 'Numpy', 'D3', 'Matplotlib', 'Docker', 'Jupyter', 'Restful', 'Pandas'}",https://www.indeed.co.uk/cmp/Indeed-Prime/jobs/Data-Scientist-94a8541478970bff?sjdu=QwrRXKrqZ3CNX5W-O9jEvS4291Dk9emHt3ATDaT95SMOfBVoLr_gEXsiEuTIp43T-72y6_PLgSD_Eybmvmjy2AGYjqmowrzGDu-_pnmCaa0,Data Scientist
"{'Sql', 'Hadoop', 'Java', 'Python'}",https://workingatbooking.com/vacancies/data-scientist-machine-learning/?loc=London&gh_src=tu3g6x1,Data Scientist - Machine Learning - Relocation to Amsterdam
"{'Spark', 'Hadoop', 'Python', 'Nosql', 'Azure', 'Go', 'Aws', 'Sql', 'Java'}",https://careersrow-sage.icims.com/jobs/15623/data-scientist/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Scientist
"{'Scraping', 'Nlp', 'Hadoop'}",https://careers.yell.com/vacancies/1939/,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/Data-Scientist_R-13523?source=indeed,Data Scientist
"{'Nosql', 'Java'}",http://www.pinsentmasons.engageats.co.uk/ViewVacancy.aspx?enc=mEgrBL4XQK0+ld8aNkwYmGQTUDH8tYZ2OeIN8BZm5p0dPYHSHilsK1bZxG1GRlOHHWH/rte+f+Kd0xAQaZgampjop6QEHxELqSmjrNve1KzceQyZOZ4MJszNLmVDD88wd30b/tV3f+07hzZ+P2Lm9g==,Data Scientist - London
"{'Spark', 'Hadoop', 'Python', 'Sql', 'Tensorflow', 'Json'}",https://www.indeed.co.uk/cmp/Adzuna/jobs/Data-Scientist-8687d76c3e5de493?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48QqSV9RVJLc9ACL8CYzx1D4Dc78iI8JVp5gqCUTcY6f3g,Data Scientist
set(),http://www.cambridgeconsultants.com/careers/find-a-job/senior-data-scientist-170106?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Senior Data Scientist
"{'Scraping', 'Python'}",https://www.indeed.co.uk/cmp/Grainstone-Lee/jobs/Data-Scientist-0fbff2109335b329?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48St51orxU1bpqb6uMxhpTsE601_li2e2Uf900BMS1ihYA,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/CRM-Analyst_R-14242-2?source=indeed,CRM Analyst – R and Python
"{'Spark', 'Hadoop', 'Nosql', 'Azure', 'Go', 'Sql', 'Cassandra', 'Aws'}",https://careersrow-sage.icims.com/jobs/15622/data-engineer/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Engineer
set(),https://uk-amazon.icims.com/jobs/450856/machine-learning-scientist/job?in_iframe=1?mode=job&iis=Job+Posting&iisn=Indeed+(Paid+Sponsored+Posting),Machine Learning Scientist
"{'Scala', 'Pig', 'Spark', 'Matlab', 'Python', 'Hadoop', 'Nosql', 'Go', 'Java', 'Ruby'}",https://www.reqiva.com/jobs/5704846/head-of-data-science-machine-learning.asp?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Head of Data Science / Machine Learning
set(),https://www.indeed.co.uk/cmp/Kinetic-Discovery-Ltd/jobs/Bioanalytical-Scientist-f534a18c21b1db56?sjdu=QwrRXKrqZ3CNX5W-O9jEve67uGNv6B0HjfZL7IYl7xuuK9pNsVE2RlcqkDloqWh6XqS3jjHCIejXeKhQB8ErGyPKtLEMACw-lkOmzjoEMEc,Bioanalytical Scientist
"{'Matlab', 'Python'}",https://www.networkerstechnology.com/job/EMP374707/junior-data-analyst--matlab-python-c-southampton-england?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed&utm_content=public_sector,"Junior Data Analyst - Matlab, Python, C#"
set(),https://www.cv-library.co.uk/job/204785423/Data-Scientist?s=101631&utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Data Scientist
"{'Nosql', 'Docker', 'Spark', 'Python'}",https://careers.bloomberg.com/job/detail/London+Senior+Software+Engineer+-+Data+Technologies/54542?utm_source=Indeed&utm_campaign=Bloomberg_Indeed&sponsored=ppc&utm_campaign=UKUnderperforming,Senior Software Engineer - Data Technologies
body,link,title
"{'Python', 'Java', 'Sql', 'Hadoop'}",https://workingatbooking.com/vacancies/data-scientist-machine-learning/?loc=London&gh_src=tu3g6x1,Data Scientist - Machine Learning - Relocation to Amsterdam
"{'Restful', 'Scipy', 'Spark', 'Flask', 'Python', 'Docker', 'Seaborn', 'D3', 'Numpy', 'Scala', 'Pandas', 'Matplotlib', 'Jupyter'}",https://www.indeed.co.uk/cmp/Indeed-Prime/jobs/Data-Scientist-94a8541478970bff?sjdu=QwrRXKrqZ3CNX5W-O9jEvS4291Dk9emHt3ATDaT95SMOfBVoLr_gEXsiEuTIp43T-72y6_PLgSD_Eybmvmjy2AGYjqmowrzGDu-_pnmCaa0,Data Scientist
"{'Nosql', 'Spark', 'Sql', 'Azure', 'Python', 'Java', 'Hadoop', 'Aws', 'Go'}",https://careersrow-sage.icims.com/jobs/15623/data-scientist/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Scientist
"{'Hadoop', 'Scraping', 'Nlp'}",https://careers.yell.com/vacancies/1939/,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/Data-Scientist_R-13523?source=indeed,Data Scientist
"{'Java', 'Nosql'}",http://www.pinsentmasons.engageats.co.uk/ViewVacancy.aspx?enc=mEgrBL4XQK0+ld8aNkwYmGQTUDH8tYZ2OeIN8BZm5p0dPYHSHilsK1bZxG1GRlOHHWH/rte+f+Kd0xAQaZgampjop6QEHxELqSmjrNve1KzceQyZOZ4MJszNLmVDD88wd30b/tV3f+07hzZ+P2Lm9g==,Data Scientist - London
set(),http://www.cambridgeconsultants.com/careers/find-a-job/senior-data-scientist-170106?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Senior Data Scientist
"{'Spark', 'Sql', 'Python', 'Tensorflow', 'Hadoop', 'Json'}",https://www.indeed.co.uk/cmp/Adzuna/jobs/Data-Scientist-8687d76c3e5de493?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48QqSV9RVJLc9ACL8CYzx1D4Dc78iI8JVp5gqCUTcY6f3g,Data Scientist
"{'Python', 'Scraping'}",https://www.indeed.co.uk/cmp/Grainstone-Lee/jobs/Data-Scientist-0fbff2109335b329?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48St51orxU1bpqb6uMxhpTsE601_li2e2Uf900BMS1ihYA,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/CRM-Analyst_R-14242-2?source=indeed,CRM Analyst – R and Python
"{'Nosql', 'Spark', 'Sql', 'Azure', 'Cassandra', 'Hadoop', 'Aws', 'Go'}",https://careersrow-sage.icims.com/jobs/15622/data-engineer/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Engineer
body,link,title
"{'D3', 'Pandas', 'Seaborn', 'Restful', 'Numpy', 'Scipy', 'Matplotlib', 'Flask', 'Python', 'Docker', 'Jupyter', 'Scala', 'Spark'}",https://www.indeed.co.uk/cmp/Indeed-Prime/jobs/Data-Scientist-94a8541478970bff?sjdu=QwrRXKrqZ3CNX5W-O9jEvS4291Dk9emHt3ATDaT95SMOfBVoLr_gEXsiEuTIp43T-72y6_PLgSD_Eybmvmjy2AGYjqmowrzGDu-_pnmCaa0,Data Scientist
"{'Sql', 'Java', 'Python', 'Hadoop'}",https://workingatbooking.com/vacancies/data-scientist-machine-learning/?loc=London&gh_src=tu3g6x1,Data Scientist - Machine Learning - Relocation to Amsterdam
"{'Java', 'Hadoop', 'Nosql', 'Aws', 'Azure', 'Python', 'Go', 'Sql', 'Spark'}",https://careersrow-sage.icims.com/jobs/15623/data-scientist/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/Data-Scientist_R-13523?source=indeed,Data Scientist
"{'Hadoop', 'Scraping', 'Nlp'}",https://careers.yell.com/vacancies/1939/,Data Scientist
"{'Java', 'Nosql'}",http://www.pinsentmasons.engageats.co.uk/ViewVacancy.aspx?enc=mEgrBL4XQK0+ld8aNkwYmGQTUDH8tYZ2OeIN8BZm5p0dPYHSHilsK1bZxG1GRlOHHWH/rte+f+Kd0xAQaZgampjop6QEHxELqSmjrNve1KzceQyZOZ4MJszNLmVDD88wd30b/tV3f+07hzZ+P2Lm9g==,Data Scientist - London
set(),http://www.cambridgeconsultants.com/careers/find-a-job/senior-data-scientist-170106?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Senior Data Scientist
"{'Hadoop', 'Tensorflow', 'Python', 'Spark', 'Sql', 'Json'}",https://www.indeed.co.uk/cmp/Adzuna/jobs/Data-Scientist-8687d76c3e5de493?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48QqSV9RVJLc9ACL8CYzx1D4Dc78iI8JVp5gqCUTcY6f3g,Data Scientist
"{'Scraping', 'Python'}",https://www.indeed.co.uk/cmp/Grainstone-Lee/jobs/Data-Scientist-0fbff2109335b329?sjdu=QwrRXKrqZ3CNX5W-O9jEvU8XWdvyX6CJntt5ukSK48St51orxU1bpqb6uMxhpTsE601_li2e2Uf900BMS1ihYA,Data Scientist
set(),https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/CRM-Analyst_R-14242-2?source=indeed,CRM Analyst – R and Python
"{'Hadoop', 'Cassandra', 'Nosql', 'Aws', 'Azure', 'Go', 'Sql', 'Spark'}",https://careersrow-sage.icims.com/jobs/15622/data-engineer/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com&rx_medium=cpc&rx_campaign=indeed100&rx_source=Indeed,Data Engineer
set(),https://uk-amazon.icims.com/jobs/450856/machine-learning-scientist/job?in_iframe=1?mode=job&iis=Job+Posting&iisn=Indeed+(Paid+Sponsored+Posting),Machine Learning Scientist
"{'Java', 'Matlab', 'Ruby', 'Pig', 'Hadoop', 'Nosql', 'Python', 'Go', 'Scala', 'Spark'}",https://www.reqiva.com/jobs/5704846/head-of-data-science-machine-learning.asp?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Head of Data Science / Machine Learning
set(),https://www.indeed.co.uk/cmp/Kinetic-Discovery-Ltd/jobs/Bioanalytical-Scientist-f534a18c21b1db56?sjdu=QwrRXKrqZ3CNX5W-O9jEve67uGNv6B0HjfZL7IYl7xuuK9pNsVE2RlcqkDloqWh6XqS3jjHCIejXeKhQB8ErGyPKtLEMACw-lkOmzjoEMEc,Bioanalytical Scientist
set(),https://www.cv-library.co.uk/job/204785423/Data-Scientist?s=101631&utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed,Data Scientist
"{'Matlab', 'Python'}",https://www.networkerstechnology.com/job/EMP374707/junior-data-analyst--matlab-python-c-southampton-england?utm_source=Indeed&utm_medium=cpc&utm_campaign=Indeed&utm_content=public_sector,"Junior Data Analyst - Matlab, Python, C#"
